1,a10.jpg,10,0,0,アーモンドは何個写っていますか？数字だけで答えてください,10
2,a10.jpg,10,0,0,5個以上あるのはアーモンド、カシューナッツ、クルミのうちどれですか、全て挙げてください,アーモンド
3,a10c10w10.jpg,10,10,10,アーモンドは何個写っていますか？数字だけで答えてください,10
4,a10c10w10.jpg,10,10,10,カシューナッツは何個写っていますか？数字だけで答えてください,10
5,a10c10w10.jpg,10,10,10,クルミは何個写っていますか？数字だけで答えてください,10
6,a10c10w10.jpg,10,10,10,5個以上あるのはアーモンド、カシューナッツ、クルミのうちどれですか、全て挙げてください,アーモンド、カシューナッツ、クルミ
7,a1c1.jpg,1,1,0,アーモンドは何個写っていますか？数字だけで答えてください,1
8,a1c1.jpg,1,1,0,カシューナッツは何個写っていますか？数字だけで答えてください,1
9,a1c1w1.jpg,1,1,1,アーモンドは何個写っていますか？数字だけで答えてください,1
10,a1c1w1.jpg,1,1,1,カシューナッツは何個写っていますか？数字だけで答えてください,1
11,a1c1w1.jpg,1,1,1,クルミは何個写っていますか？数字だけで答えてください,1
